RecordID,AerolineaCodigo,AerolineaNombre,NumeroVuelo,VueloNaturalKey,AeropuertoOrigenCodigo,AeropuertoDestinoCodigo,FechaHoraSalida,FechaHoraLlegada,DuracionMinutos,EstadoVueloCodigo,RetrasoMinutos,TipoAeronaveCodigo,ClaseCabinaCodigo,Asiento,PasajeroID,GeneroCodigo,EdadPasajero,NacionalidadCodigo,FechaHoraReserva,CanalVentaCodigo,MetodoPagoCodigo,PrecioBoleto,MonedaCodigo,PrecioUSD,EquipajeTotal,EquipajeFacturado,HashPasajero
2528,FR,RYANAIR,FR1169,4f5db19ade03eead608c580fb22a3c40e5775bba9797f79b5226ab9808cc1047,CUN,BOG,2024-08-14 20:56:00,2024-08-15 04:23:00,205,DELAYED,221,A321,ECONOMY,32B,dee827db-42be-4720-ac73-a6d15c445faa,F,18,PA,2024-07-07 17:43:00,AGENCIA,EFECTIVO,55.01,USD,55.01,2,1,d28168c4a108b1ccd1b24caae8806f01696c2464b4d640b7bc083b75ccae06d9
2529,AA,AMERICAN AIRLINES,AA7355,f13897bacfa9519b4d9b51ab220927d4f143bab9710d5dac01cc549f0884bc2f,GUA,SAP,2024-06-23 10:22:00,2024-06-23 15:32:00,305,ON_TIME,0,A321,ECONOMY,18A,47430eda-e7be-4a2b-ba82-8e62069c2d84,F,43,PA,2024-02-27 14:53:00,AGENCIA,TRANSFERENCIA,82.01,USD,82.01,1,0,d28168c4a108b1ccd1b24caae8806f01696c2464b4d640b7bc083b75ccae06d9
2530,LA,LATAM,LA7799,cb70083b6858e98ded2e504ab97863877d74985610003cb10ecffa0d9cfcb532,MAD,LIM,2025-01-10 21:37:00,2025-01-10 23:13:00,97,ON_TIME,0,B777,ECONOMY,33D,84e49546-5635-45a1-bb67-b968c824dc38,F,32,US,2024-12-15 04:25:00,CALL_CENTER,TRANSFERENCIA,70.22,MXN,4.07,1,0,2f7bb6b9d5c21a98496012c98904c1f57213d654e932b36281763e62b196c52d
2531,DL,DELTA,DL5991,2f4eb1f71f8cc76ff4ddf99103cde1952eb30ecb1de5767dd0613228ebcef2ef,SAP,JFK,2025-04-25 04:55:00,,,CANCELLED,,A321,ECONOMY,,9f08d703-2537-4704-aec4-6c005d524537,M,30,CO,2025-02-07 03:18:00,AGENCIA,PAYPAL,117.5,USD,117.5,2,1,1957692af881d16b487be85f68869bdef8c53aa563aeb3821ab44e98e9bae0d1
2532,AV,AVIANCA,AV6810,6b7675a8367f1664cf3d57c2a542cf4da2419ed10c21d28c08850322ec9cce2d,MEX,BOG,2025-10-10 06:51:00,2025-10-10 09:46:00,153,ON_TIME,0,B738,ECONOMY,37C,23292f80-bce2-499a-b64c-bf4e8320d05a,F,29,GT,2025-07-24 13:22:00,APP,TARJETA,50.94,USD,50.94,0,0,372a21a86688e869b7e5b9d41546a2dbc58c29c25ee597b427e9274f60002538
2533,AM,AEROMEXICO,AM9558,f8a77ab9f35c3122f800858292a413945b82609096f70a54d28bb84d79a04b08,BCN,BOG,2024-01-02 16:14:00,2024-01-02 17:59:00,86,ON_TIME,0,CRJ9,ECONOMY,27B,560fd3e6-bc4e-43b8-b0ee-a33bd6365db5,F,43,HN,2023-01-10 16:45:00,AGENCIA,TRANSFERENCIA,75.81,GTQ,9.7,1,0,5543c59f428079cfe03d44de9b519b92d3c88f4b3f1652a56c1b9bac45d44eb7
2534,AV,AVIANCA,AV1212,e85e20f97d7a9ee5340b2ead3b31bd8cd64af86f7586ca9e5e6777daa5cf7885,BCN,SAL,2025-03-17 04:02:00,,,CANCELLED,,A319,ECONOMY,,35b2a9ff-af28-4e04-9f6a-0608203330cf,X,34,GT,2025-02-02 01:02:00,AEROPUERTO,EFECTIVO,142.97,USD,142.97,1,0,1ef9d45b1632882714004127d6de0789a4e91ffadb7d57eeeb0b18d90215c488
2535,WN,SOUTHWEST,WN2359,9603977154f11ff89a5a41c23acc8ff8889e8e4c88a9e457bce8619079e10dab,BOG,LIM,2024-04-15 20:53:00,2024-04-16 02:26:00,322,ON_TIME,0,A321,ECONOMY,36D,0de7241c-b7bd-4539-b240-37f476ab94c0,F,33,PA,2024-01-27 08:08:00,APP,TARJETA,90.13,USD,90.13,1,0,d28168c4a108b1ccd1b24caae8806f01696c2464b4d640b7bc083b75ccae06d9
2536,LA,LATAM,LA9744,0bb468daa68f51dbfc0698c13052756516f99a6bf214cf59e0cb482c123bcaff,MIA,BCN,2024-05-03 07:34:00,2024-05-03 15:50:00,402,DELAYED,91,B767,ECONOMY,39A,b4b29a9f-13f0-4ab9-b449-bd178e160fd9,M,18,CO,2024-04-25 13:26:00,AEROPUERTO,PUNTOS,75.42,MXN,4.37,0,0,1957692af881d16b487be85f68869bdef8c53aa563aeb3821ab44e98e9bae0d1
2537,DL,DELTA,DL6139,86de3ac10d348164a7d5e009d3c771f29658d82e36eefc37b395291aa69e0e8e,JFK,SAP,2025-04-09 19:09:00,2025-04-10 02:09:00,410,ON_TIME,0,E190,ECONOMY,31A,0e486c4c-c9a3-4780-a709-39aa312e9f4c,M,41,MX,2024-12-24 09:40:00,AEROPUERTO,EFECTIVO,47.26,USD,47.26,2,1,dae46364c225a89d50cde4f86a2e21e766a1518df1bfea5f1687be286a865fc8
2538,DL,DELTA,DL8712,e2bc4b26b02980b3df76add957a4e9589b39d792ccb56da6de7f5930db03f2f0,SAP,HAV,2025-06-27 08:15:00,2025-06-27 10:44:00,87,DELAYED,65,B777,PREMIUM_ECONOMY,15B,5a6aad82-9db7-45d7-985b-a14fc4778d94,F,36,SV,2025-05-23 09:22:00,AEROPUERTO,TARJETA,113.91,USD,113.91,2,1,f7b99460ed2a18f5539670d189abe0ccf9f7709039e516860c7d8f9f66801b08
2539,WN,SOUTHWEST,WN1159,461692c05033dce29afc789686970037e383d52ab406f5c00258ba322eb466dc,JFK,LAX,2024-07-05 04:14:00,2024-07-05 07:51:00,223,ON_TIME,0,B737,ECONOMY,40B,e7bfcd5c-421e-4ad6-a72c-9016614e1048,F,34,MX,2024-06-01 07:18:00,AGENCIA,EFECTIVO,117.1,USD,117.1,1,0,859eb508bc50eff0ecd8187d18ffd054a3200c408047b3329a8f9a319e13acee
2540,FR,RYANAIR,FR2093,1bf2101412f8b0cae99543aa7b97536162b5cdcae3191f7d0bfc3b31d9af8402,SAL,BCN,2025-08-07 01:41:00,2025-08-07 10:20:00,347,DELAYED,181,B757,ECONOMY,43F,5100f24d-9d42-45ca-a082-51ba3a693a5d,M,38,CU,2025-05-12 21:26:00,CALL_CENTER,PUNTOS,136.64,USD,136.64,1,0,4771eddb3bb11d8d49ac9cb766ed4fbd4563def03ffcb8594fa32ee0ccdd6074
2541,CM,COPA AIRLINES,CM4834,79b500c60b866d3ef90f90726b04292621d645c3037a501cdaa90c0d344d699c,JFK,CUN,2025-04-01 03:19:00,2025-04-01 07:37:00,235,ON_TIME,0,B737,ECONOMY,45B,cf9f73b1-4256-4853-8612-38df06cb8116,F,21,ES,2025-01-01 14:02:00,WEB,EFECTIVO,85.42,USD,85.42,1,0,76aeb4d8b20566a0e39d3d9637f70d0d3e769dd8ab999dde9529faa5fc2d21b2
2542,IB,IBERIA,IB8772,7a047c9a11e7bf4e93997cfacda3f7081a19ee1afc55ae6855f037b0aa97d35d,MAD,CUN,2025-03-03 15:27:00,2025-03-03 17:16:00,89,ON_TIME,0,B737,ECONOMY,36C,18ff5f37-f545-43fb-9944-6b493dac4f0b,F,35,CO,2024-12-20 23:46:00,AEROPUERTO,TARJETA,56.02,USD,56.02,1,0,4f206a7c2b5d26cbf1f6bf148bdd0e4f69558ca42ae217e3ad9c94f9602dcd4b
2543,AV,AVIANCA,AV5658,ff656696002d36baa00857d8108ca0c933732170f3bb21121f8f5f0146ab870c,SJO,SAL,2024-02-25 20:55:00,2024-02-26 01:51:00,284,ON_TIME,0,B757,ECONOMY,38C,b8be944e-e462-4bac-9a6a-0ed91eb48f9f,F,46,CO,2024-01-01 23:29:00,WEB,EFECTIVO,183.76,USD,183.76,2,1,4f206a7c2b5d26cbf1f6bf148bdd0e4f69558ca42ae217e3ad9c94f9602dcd4b
2544,AV,AVIANCA,AV6309,beedeecc0dce0dced8a85779968f8c46530aae6fd4931a8f21d60e13af392ac2,PTY,SAP,2024-04-26 15:02:00,2024-04-26 17:50:00,149,ON_TIME,0,B777,BUSINESS,9A,c5364139-7fac-4b9f-902b-7db4ebb8d35e,F,33,ES,2024-02-04 06:46:00,CALL_CENTER,EFECTIVO,213.84,GTQ,27.37,2,1,76aeb4d8b20566a0e39d3d9637f70d0d3e769dd8ab999dde9529faa5fc2d21b2
2545,AA,AMERICAN AIRLINES,AA2313,4960ed503e1eb0082d12fa21f76416acd64ac70598c85d6addf7ae9ce1bd0a56,BOG,LAX,2024-04-16 16:23:00,2024-04-16 17:37:00,78,ON_TIME,0,B777,ECONOMY,32C,a916deae-5c2d-4f5d-8dcd-17aa59a0baac,X,35,SV,2023-12-28 22:55:00,AEROPUERTO,PUNTOS,63.45,USD,63.45,1,0,9e580b86fbb6e3d0ef74bfd1d843112076fe15a45f9b82bace3dbfc17fdceb91
2546,FR,RYANAIR,FR0824,ffc5465e61c6d94f7a334154d84e83c9ecd64e3fb111fcf3f518ef50be666198,HAV,JFK,2025-12-14 05:09:00,2025-12-14 11:54:00,410,ON_TIME,0,B767,ECONOMY,37B,455a6188-f031-49c6-8423-d410bd396434,F,10,US,2025-09-10 07:32:00,AEROPUERTO,PUNTOS,63.62,MXN,3.69,2,1,2f7bb6b9d5c21a98496012c98904c1f57213d654e932b36281763e62b196c52d
2547,FR,RYANAIR,FR6797,9ba861a3c8f87f2a13363654cfd8258ddab45edf805990d416662c5f08a74f45,PTY,MAD,2025-04-07 16:40:00,2025-04-07 20:39:00,240,ON_TIME,0,A321,ECONOMY,29D,2f30d437-e0e6-497f-b857-b92bd9fe1681,M,15,CR,2025-04-06 05:45:00,APP,TRANSFERENCIA,147.89,GTQ,18.93,1,0,e6c990813e302ad58485a3c9abbea9879e5ee8e8e0bb8b5d157e802d52b37ade
2548,BA,BRITISH AIRWAYS,BA4331,a27d41c980ce0e460858f481af16b1d65a57120d2ca900264ced759ea9d2a7ea,SJO,JFK,2024-11-01 03:51:00,2024-11-01 05:52:00,98,ON_TIME,0,B737,ECONOMY,38C,0bae4449-44a2-4524-917d-5d52d2caca1d,M,32,PE,2023-12-31 12:51:00,APP,PUNTOS,72.16,EUR,78.65,2,1,b08d641bfc5f2e867b2bd81c6fe358738601a6a80b66880431fe6dc2a6ea27d0
2549,BA,BRITISH AIRWAYS,BA4140,ce4f7b0df4688e56f0308a4ba21a07a484a804077c1d8d79b06c3414839953df,BCN,CUN,2024-10-09 05:27:00,2024-10-09 10:25:00,298,ON_TIME,0,CRJ9,ECONOMY,28A,0a842440-3c05-4c7a-a503-ba0947d83f69,M,45,CU,2024-08-16 11:09:00,AGENCIA,PAYPAL,55.0,USD,55.0,2,1,4771eddb3bb11d8d49ac9cb766ed4fbd4563def03ffcb8594fa32ee0ccdd6074
2550,BA,BRITISH AIRWAYS,BA6279,195e13d2a32b509b1b2528c46bf2480ac2672916a2bfdfe9b29e02e31fb72c78,MAD,MIA,2025-06-28 05:12:00,2025-06-28 10:12:00,301,ON_TIME,0,B777,ECONOMY,36B,35940856-5f11-4c5c-822b-8fc45ed3aae2,X,24,CR,2025-05-22 22:42:00,APP,TRANSFERENCIA,83.41,USD,83.41,0,0,f83b7348ac463337fad7947d0fb24ef5e88e8d1a810eaca0fd86b9470d3946a9
2551,WN,SOUTHWEST,WN1455,2dedc9ef5c4b2d6b0627d70de6fd3048c4801d4e6fac70df0f65bd037e81661e,MAD,MIA,2024-05-28 00:38:00,2024-05-28 04:05:00,208,ON_TIME,0,E190,PREMIUM_ECONOMY,14E,dfc9df12-235b-4109-8944-a6d37e62d689,M,47,CO,2024-02-03 03:47:00,APP,PAYPAL,131.07,MXN,7.6,1,0,1957692af881d16b487be85f68869bdef8c53aa563aeb3821ab44e98e9bae0d1
2552,DL,DELTA,DL6490,84443e88bffc5b4f830b4461be43781b35aeffe7f9ac2604c9be5c713135ee58,LIM,BOG,2024-07-09 09:24:00,2024-07-09 12:54:00,191,ON_TIME,0,A319,ECONOMY,33E,97264e12-9b68-416e-9fcd-959e9d975942,F,37,SV,2024-06-23 03:59:00,AGENCIA,PUNTOS,83.71,MXN,4.86,2,1,f7b99460ed2a18f5539670d189abe0ccf9f7709039e516860c7d8f9f66801b08
2553,AA,AMERICAN AIRLINES,AA2197,f32c258d2c78950e58e3eec9a83f25833d73840c62a2abf36728ae7a0b41b46a,LIM,MIA,2024-10-30 21:28:00,2024-10-30 23:10:00,79,ON_TIME,0,B767,ECONOMY,45A,0f63bda8-2c93-468b-b18c-551251ef8e86,M,39,MX,2024-08-14 15:59:00,WEB,PUNTOS,87.41,USD,87.41,3,2,dae46364c225a89d50cde4f86a2e21e766a1518df1bfea5f1687be286a865fc8
2554,LA,LATAM,LA9975,53bfa1b80c576eb3cb2489b9c023eec4c9212db45b12b69aa042eede7783c784,BOG,GUA,2024-06-08 01:47:00,2024-06-08 08:02:00,358,ON_TIME,0,B737,ECONOMY,28D,1879da13-bbc6-4f56-bc32-bebc274d0472,M,20,ES,2024-04-16 03:40:00,WEB,PAYPAL,82.78,GTQ,10.6,1,0,cb2bdae39391887e4d198152d2cd0c9d96e4be2190e48c5e7365210a34589a13
2555,UA,UNITED,UA9508,51ea06244d1a274157d9681a1d2f9fcbe647f670b8e5f98e84ec783e1628beae,SAP,MAD,2024-11-14 04:45:00,2024-11-14 09:45:00,291,ON_TIME,0,A320,ECONOMY,24C,f51f478b-88d6-4267-aecc-e934f50ee48e,X,20,PA,2024-10-11 05:28:00,APP,TRANSFERENCIA,83.8,USD,83.8,1,0,c44667b427af0a5b9643d9e62cec71ac929f4f4222675908502e50bf0a4548a6
2556,UA,UNITED,UA3010,e28bfa02d77dfb4f40f358989936aeee79ad5413134974c05dcfb65a7e1a091e,MIA,SAL,2025-08-31 01:01:00,2025-08-31 04:49:00,222,ON_TIME,0,A321,ECONOMY,34F,f45977a2-ee05-4600-8242-28cf93016ec3,M,27,SV,2025-08-29 09:07:00,DESCONOCIDO,EFECTIVO,198.1,MXN,11.49,2,1,ac6f1111fcfd59a660556e6ebba881230e66ee9b787544633b56da3d29614e0a
2557,DL,DELTA,DL8762,34ae8a61886ad38d6b3e872f7e2584f016203e87f3454c538503fa6a540d2609,BOG,MIA,2025-04-27 12:06:00,2025-04-27 18:52:00,383,ON_TIME,0,B739,ECONOMY,38C,df932b33-9885-4e28-8170-10133a70483e,F,33,US,2025-02-01 08:25:00,WEB,PUNTOS,49.82,USD,49.82,1,0,2f7bb6b9d5c21a98496012c98904c1f57213d654e932b36281763e62b196c52d
2558,BA,BRITISH AIRWAYS,BA8955,7c66d21b5e2d4c70a4d3f5e3d6fc726f6ba3accda845072e75b3f46b39e09f61,SJO,HAV,2024-04-16 16:38:00,2024-04-16 21:59:00,324,ON_TIME,0,A321,ECONOMY,28D,989a022c-fae1-46fb-a83e-821c136abf0a,F,32,SV,2024-02-09 05:47:00,WEB,PUNTOS,97.69,GTQ,12.5,1,0,f7b99460ed2a18f5539670d189abe0ccf9f7709039e516860c7d8f9f66801b08
2559,BA,BRITISH AIRWAYS,BA1393,eeae3f993f44f70afb5035e5aac2bf1024b98929f56061bb278c53c67d2e6ad3,CUN,SJO,2025-02-16 23:15:00,2025-02-17 00:07:00,56,ON_TIME,0,B757,ECONOMY,38F,24c26aec-0154-467f-a936-7ab9f4514e21,M,55,HN,2024-11-23 10:54:00,WEB,EFECTIVO,66.27,MXN,3.84,1,0,fac54738587acf45b1c5251e5dcd54a73338c15730ea32eda723dd57da3908c6
2560,BA,BRITISH AIRWAYS,BA6359,5d89f1549e6c0fca492500eebb706f3e0c3c1e0cd869b2ca539d721b72f106e8,MEX,BCN,2024-04-11 02:53:00,2024-04-11 07:09:00,232,ON_TIME,0,E190,ECONOMY,40B,617acc16-464e-419a-8c09-dbaa61a0dce5,M,13,PA,2024-01-10 11:16:00,AEROPUERTO,TRANSFERENCIA,108.41,USD,108.41,0,0,9b204fc09d793d4d94ecb9d1eb75d6d911ab3a38cd35fb911cac37eb7182ca52
2561,AM,AEROMEXICO,AM6528,821d706f8d3df97b52d6d19c596e26f2937a2fbebb216ce602f6105db8f3bc50,SJO,MAD,2025-01-27 10:12:00,2025-01-27 16:03:00,221,DELAYED,130,B739,ECONOMY,27A,3651ba5d-8ae9-4079-b9da-e8cf32ee130f,M,16,CR,2024-11-02 02:29:00,CALL_CENTER,EFECTIVO,69.92,USD,69.92,2,1,e6c990813e302ad58485a3c9abbea9879e5ee8e8e0bb8b5d157e802d52b37ade
2562,LA,LATAM,LA2690,a9ae55081046eb1825faba468953e37ba256a21c5c8d531987154ef3fa8b3834,PTY,SAP,2025-11-13 06:58:00,,,CANCELLED,,B737,PREMIUM_ECONOMY,,a7be779a-081f-43a8-97d3-9173f29b0412,M,30,PA,2025-08-29 03:43:00,CALL_CENTER,TARJETA,107.31,USD,107.31,1,0,9b204fc09d793d4d94ecb9d1eb75d6d911ab3a38cd35fb911cac37eb7182ca52
2563,BA,BRITISH AIRWAYS,BA8132,22d780cdd0da219f9030fb28490c6b34321630a5bcf6eec2a9501858808017e1,MIA,HAV,2025-02-14 05:44:00,2025-02-14 09:03:00,191,ON_TIME,0,A320,BUSINESS,6C,52229c3f-b6e0-4e4e-bd86-43d7957f0317,M,42,SV,2025-01-18 23:34:00,WEB,TRANSFERENCIA,141.06,USD,141.06,2,1,ac6f1111fcfd59a660556e6ebba881230e66ee9b787544633b56da3d29614e0a
2564,LA,LATAM,LA9030,feee5007d242a857d1ff3b7f1f075a24b97ac3ac3ecaa94873bc83c8ff087a5a,GUA,PTY,2025-02-14 17:05:00,2025-02-14 19:26:00,117,ON_TIME,0,B739,PREMIUM_ECONOMY,15B,24c96881-6d57-4697-95d3-4fa4f79902e4,M,30,PE,2024-12-29 19:13:00,CALL_CENTER,TRANSFERENCIA,109.42,MXN,6.35,2,1,b08d641bfc5f2e867b2bd81c6fe358738601a6a80b66880431fe6dc2a6ea27d0
2565,AA,AMERICAN AIRLINES,AA1329,c0ce6888b676754047a60dbb8c0ddf00f01c81039aee7ecd6b10bf781fcbc351,SAL,MAD,2024-11-08 20:19:00,2024-11-08 23:27:00,59,DELAYED,106,CRJ9,ECONOMY,20A,cd1c1525-6656-4c41-a302-dabce0725592,M,35,ES,2024-08-01 15:18:00,APP,PAYPAL,84.29,MXN,4.89,0,0,cb2bdae39391887e4d198152d2cd0c9d96e4be2190e48c5e7365210a34589a13
2566,FR,RYANAIR,FR3208,1e9baabf98078caf276227989849f38d9946c769aa1be252d8a261f07fc4f8a2,SAL,BOG,2025-03-26 11:32:00,2025-03-26 13:15:00,113,ON_TIME,0,B767,ECONOMY,43C,bd0670fd-d808-4c04-bff7-48d331f651f0,M,39,SV,2024-11-26 15:10:00,AGENCIA,TRANSFERENCIA,109.44,MXN,6.35,2,1,ac6f1111fcfd59a660556e6ebba881230e66ee9b787544633b56da3d29614e0a
2567,B6,JETBLUE,B60395,0e254c718d21dfcdbb8da03b4d95c0da4620a8acce5465f67bd57be77f18a6ef,MIA,PTY,2024-03-17 18:26:00,2024-03-18 01:00:00,340,DELAYED,57,B787,BUSINESS,4C,3afad6f2-1aa8-491d-a6b5-0daada1294cf,M,39,ZZ,2024-02-12 02:03:00,AEROPUERTO,TARJETA,210.01,USD,210.01,1,0,6aca951a8a623808b07d67975452c6e83e52f3de85fdf5f21271252209103216
2568,UA,UNITED,UA3970,5ee2c5fa1b965aadaa0377260148321e20a316c51368aee71254fb6d2919eac8,BOG,SAL,2025-08-05 10:12:00,2025-08-05 15:30:00,318,ON_TIME,0,B739,ECONOMY,30F,b1f7a6f4-606f-4c86-9a11-fc1224d728dd,M,13,HN,2025-01-13 08:46:00,CALL_CENTER,TRANSFERENCIA,82.9,USD,82.9,1,0,fac54738587acf45b1c5251e5dcd54a73338c15730ea32eda723dd57da3908c6
2569,BA,BRITISH AIRWAYS,BA4923,75e503de8a9e08b6d859186c460e8c1b9251a19c8fa668e3d8cf0b1d9f2257c3,JFK,HAV,2024-01-06 09:19:00,2024-01-06 12:40:00,195,ON_TIME,0,B777,ECONOMY,18A,d475ecd1-e1c8-42c5-a485-6a8db7d6bbda,F,40,US,2023-11-04 15:16:00,AEROPUERTO,PAYPAL,105.12,EUR,114.58,1,0,2f7bb6b9d5c21a98496012c98904c1f57213d654e932b36281763e62b196c52d
2570,AA,AMERICAN AIRLINES,AA5211,cb39467f13b863cfcf2ff7b9ad45d106ef954e8b9313f76d6146c377d76adad3,SJO,MEX,2024-04-18 18:21:00,2024-04-18 21:57:00,211,ON_TIME,0,CRJ9,BUSINESS,6B,249fb2e1-394e-4487-b23c-9ade1756aa97,F,24,SV,2023-12-27 06:36:00,AEROPUERTO,PAYPAL,142.27,USD,142.27,1,0,f7b99460ed2a18f5539670d189abe0ccf9f7709039e516860c7d8f9f66801b08
2571,UA,UNITED,UA5268,0ec02dca1b014ffd5f2d1f80bc82fd538d92d36ef50f498111ae2c5acf93fe60,BOG,MEX,2025-04-06 18:25:00,2025-04-06 22:30:00,255,ON_TIME,0,CRJ9,ECONOMY,27B,034e23de-95ef-4bb6-ad5b-cdab8f52b47b,M,26,PA,2025-01-10 08:13:00,AGENCIA,PUNTOS,98.27,GTQ,12.58,1,0,9b204fc09d793d4d94ecb9d1eb75d6d911ab3a38cd35fb911cac37eb7182ca52
2572,CM,COPA AIRLINES,CM6210,ad99ee91567c71990682784568cc81509a0499871b0bbf9cb34069bfd6abb118,BCN,PTY,2025-02-02 00:33:00,2025-02-02 07:19:00,409,ON_TIME,0,B767,ECONOMY,39B,92149ceb-d5a1-4ec2-b211-962a80074a1e,M,47,PE,2024-12-15 09:28:00,WEB,TRANSFERENCIA,70.63,USD,70.63,1,0,b08d641bfc5f2e867b2bd81c6fe358738601a6a80b66880431fe6dc2a6ea27d0
2573,AA,AMERICAN AIRLINES,AA9695,d53d5a0f9ffad3eb9d4b915bbd7cffb2e34ab98bfb3d7b183135d32d0d8ac8ba,SAL,MIA,2025-11-10 18:30:00,2025-11-10 21:27:00,176,ON_TIME,0,B737,ECONOMY,33A,0d0c176c-acff-4849-b15d-5db8d0f2c348,M,45,ZZ,2025-09-13 13:36:00,CALL_CENTER,TARJETA,85.05,GTQ,10.89,2,1,6aca951a8a623808b07d67975452c6e83e52f3de85fdf5f21271252209103216
2574,B6,JETBLUE,B69017,f9ac7850909327b38b3d4a2c30865b165a3bbbad3aab01377a954049f199fec3,MEX,JFK,2025-07-15 19:34:00,2025-07-16 00:29:00,270,ON_TIME,0,A320,ECONOMY,19D,1760a19c-7e8d-4bd9-aaac-51e344081fb8,M,32,US,2025-05-06 21:01:00,APP,EFECTIVO,75.64,USD,75.64,0,0,610239f6883006ec7ab8fff7b07eb6661c867ea379e46ff524aad2af2db7c6a5
2575,AV,AVIANCA,AV0151,5d441de73921225ef58d79c93a1edece3d08a9778f2572078f3b8a73908c24d4,MIA,LAX,2024-02-16 20:40:00,2024-02-17 01:40:00,138,DELAYED,152,B787,ECONOMY,37F,ff7f97bb-e7bb-4f3a-a052-3835333b4074,F,43,ES,2023-12-24 00:04:00,CALL_CENTER,PUNTOS,91.28,USD,91.28,2,1,76aeb4d8b20566a0e39d3d9637f70d0d3e769dd8ab999dde9529faa5fc2d21b2
2576,WN,SOUTHWEST,WN8786,e13b92a6b3b429b7c0fe816f1ab3950d5e3481c6ba26feffad5e0383485a00bc,MAD,HAV,2024-07-02 07:09:00,2024-07-02 10:50:00,197,ON_TIME,0,A319,ECONOMY,21E,aa9be29b-c5ce-46e2-b04e-72ac7357afa5,X,63,GT,2024-05-11 10:08:00,AEROPUERTO,TARJETA,60.44,MXN,3.51,3,2,1ef9d45b1632882714004127d6de0789a4e91ffadb7d57eeeb0b18d90215c488
2577,IB,IBERIA,IB7361,58bc7724e0f304ac5f98f216d40c66d429f6b4e0b15df3d566cb4c90f557aa42,SAL,MAD,2025-07-29 15:37:00,2025-07-29 20:57:00,314,ON_TIME,0,B737,ECONOMY,45C,83b11179-a241-4a5b-af65-135943c48a6e,M,40,ES,2025-05-24 11:41:00,AGENCIA,PUNTOS,67.68,USD,67.68,1,0,cb2bdae39391887e4d198152d2cd0c9d96e4be2190e48c5e7365210a34589a13
2578,BA,BRITISH AIRWAYS,BA5939,3e14e3c63f65c0f96ea0d22e1b129aadf8c63b8836d4455134b34f678883af62,MIA,HAV,2024-02-22 21:45:00,2024-02-23 04:05:00,388,ON_TIME,0,B767,ECONOMY,36C,80a70447-cf95-4a12-b1b4-1c51ba988ec4,F,22,HN,2023-12-23 02:15:00,CALL_CENTER,EFECTIVO,81.14,USD,81.14,1,0,5543c59f428079cfe03d44de9b519b92d3c88f4b3f1652a56c1b9bac45d44eb7
2579,AV,AVIANCA,AV5431,c229bdf18fdacd9db1ff6da7adfa0adb83dec957893f6c719bcd6dc60ae5a295,SAL,GUA,2025-04-18 04:59:00,2025-04-18 07:24:00,129,ON_TIME,0,B787,ECONOMY,27B,637a8a72-fc1b-476e-b4e6-f04014e4a542,M,35,GT,2025-02-14 05:17:00,CALL_CENTER,TARJETA,226.19,USD,226.19,0,0,4d02fe2539f9474380c36a6b8becade6485070e5e9c032f8137afe61a3d8e0c9
2580,AV,AVIANCA,AV4055,25d4bb8c1011739b45eaaa619f85e4a61f993949eac5321249ee3b373750da1f,PTY,MEX,2025-10-06 07:14:00,2025-10-06 13:58:00,383,ON_TIME,0,CRJ9,ECONOMY,36E,5f8ff46a-5c11-4a45-b3ad-545f3320baae,F,31,MX,2025-06-23 15:09:00,WEB,TARJETA,54.84,USD,54.84,2,1,859eb508bc50eff0ecd8187d18ffd054a3200c408047b3329a8f9a319e13acee
2581,DL,DELTA,DL8359,d8c7d0fdc75666fda24bd5cd6b18f4463f5a1f950bdf1d97a9fa60f8c4dfd9d7,SAL,BOG,2024-12-15 15:45:00,2024-12-15 20:18:00,272,ON_TIME,0,B738,ECONOMY,25D,9d44bd1d-946d-4003-993f-48caceac2a06,F,37,MX,2024-10-15 02:04:00,AGENCIA,EFECTIVO,39.4,USD,39.4,0,0,859eb508bc50eff0ecd8187d18ffd054a3200c408047b3329a8f9a319e13acee
2582,B6,JETBLUE,B64247,a096b9b2dd4c8fef241b18379ddfdca9a8c4b9f88fd590fd68ca1c8316b7f8c2,CUN,BOG,2025-02-13 06:38:00,2025-02-13 12:32:00,333,ON_TIME,0,B767,ECONOMY,45D,de3b66a5-eed8-4954-a5f3-3290bb474682,F,32,PE,2024-10-18 11:39:00,CALL_CENTER,TARJETA,81.91,GTQ,10.48,1,0,5f5c32ab303bd7c6f93620d277208b2983727851bbc1fb806ec2f15d5ff0eb7d
2583,BA,BRITISH AIRWAYS,BA6147,743a6819d2a7083f6bc20eac4af65f03c620610eacf17140827cab38819bf5d1,MEX,SAL,2025-01-10 03:47:00,2025-01-10 05:02:00,85,ON_TIME,0,B738,BUSINESS,7F,9f8c0906-12a5-4ade-b049-0f1b7ec446a1,F,44,GT,2024-10-26 02:40:00,AGENCIA,PAYPAL,251.94,USD,251.94,0,0,372a21a86688e869b7e5b9d41546a2dbc58c29c25ee597b427e9274f60002538
2584,WN,SOUTHWEST,WN2087,16c14bb478ed1e49582030062967cfaacd6c997d53584cc1a65d39cc5a478576,MAD,JFK,2024-10-20 10:15:00,2024-10-20 14:28:00,245,ON_TIME,0,B739,PREMIUM_ECONOMY,14A,e1e80eab-3853-4d43-ac58-8bcf20c31596,M,27,HN,2024-10-11 00:58:00,APP,TARJETA,104.31,USD,104.31,1,0,fac54738587acf45b1c5251e5dcd54a73338c15730ea32eda723dd57da3908c6
